Date;Heures;Conso_stade;Conso_scolaire;Conso_inactif;Conso_Actif;Solaire
26/06/2020;20:00;0.594;6.6;2;2.05;0
26/06/2020;21:00;0.528;5.7;2.44;2.75;0
26/06/2020;22:00;0.561;3.6;2.1;2.68;0
26/06/2020;23:00;0.429;3.3;1.95;1.9;0
27/06/2020;00:00;0.5775;2.64;1.2;1.1;0
27/06/2020;01:00;0.462;2.25;0.9;1.08;126
27/06/2020;02:00;0.396;1.95;0.85;0.9;208
27/06/2020;03:00;0.297;1.98;0.62;0.65;576
27/06/2020;04:00;0.297;1.8;0.6;0.56;1550
27/06/2020;05:00;0.3267;2.1;0.58;0.9;2731
27/06/2020;06:00;0.363;2.4;1;1.9;3811
27/06/2020;07:00;0.231;2.1;1.3;2.9;4740
27/06/2020;08:00;0.066;1.95;1.5;2.4;5315
27/06/2020;09:00;0.132;1.98;1.7;1.8;5472
27/06/2020;10:00;0.066;1.8;1.9;1.2;5284
27/06/2020;11:00;0.0825;2.1;2.1;1.1;5127
27/06/2020;12:00;0.165;1.95;2.15;1.6;4707
27/06/2020;13:00;0.363;2.25;2.45;1.8;3837
27/06/2020;14:00;0.4455;1.95;2.5;1.5;2729
27/06/2020;15:00;0.4125;2.01;2.51;1.4;1458
27/06/2020;16:00;0.363;1.8;2.35;1.55;504
27/06/2020;17:00;0.3135;2.1;2.62;1.9;171
27/06/2020;18:00;0.396;2.67;2.65;2.55;0
27/06/2020;19:00;0.429;2.25;2.7;2.7;0
27/06/2020;20:00;0.594;1.95;2.83;2;0
27/06/2020;21:00;0.561;2.1;2.9;2.4;0
27/06/2020;22:00;0.5445;1.8;3.1;2.5;0
27/06/2020;23:00;0.462;2.13;1.47;1.9;0
28/06/2020;00:00;0.5775;0.9;1.1;1.8;0
28/06/2020;01:00;0.462;0.7;0.9;1.1;125
28/06/2020;02:00;0.396;0.6;0.85;0.73;200
28/06/2020;03:00;0.297;0.65;0.62;0.67;560
28/06/2020;04:00;0.297;0.5;0.6;0.67;1264
28/06/2020;05:00;0.3267;0.7;0.58;0.59;2324
28/06/2020;06:00;0.363;1.86;1;1.3;3357
28/06/2020;07:00;0.231;1.89;1.3;1.9;3918
28/06/2020;08:00;0.066;1.9;1.4;2.4;4305
28/06/2020;09:00;0.132;1.92;1.6;2.5;4458
28/06/2020;10:00;0.066;1.8;1.9;2.47;4410
28/06/2020;11:00;0.0825;2;2.1;2;4183
28/06/2020;12:00;0.165;2.2;2.15;2.53;3741
28/06/2020;13:00;0.363;1.2;2.45;2.8;3098
28/06/2020;14:00;0.4455;1.95;2.5;2.1;2165
28/06/2020;15:00;0.4125;1.83;2.51;1.9;1139
28/06/2020;16:00;0.363;1.8;2.35;2.06;454
28/06/2020;17:00;0.3135;2.1;2.62;1.2;167
28/06/2020;18:00;0.396;2.7;2.65;2.57;0
28/06/2020;19:00;0.429;1.15;2.7;2.8;0
28/06/2020;20:00;0.594;1.95;2.52;2.9;0
28/06/2020;21:00;0.561;0.49;2.1;3.1;0
28/06/2020;22:00;0.5445;1.8;1.4;2.87;0
28/06/2020;23:00;0.462;1.6;0.9;2.02;0
29/06/2020;00:00;0.5115;2.64;0.9;0.93;0
29/06/2020;01:00;0.429;2.25;0.8;0.8;127
29/06/2020;02:00;0.363;1.95;0.74;0.73;207
29/06/2020;03:00;0.3465;1.98;0.93;0.94;598
29/06/2020;04:00;0.297;1.8;0.8;0.9;1476
29/06/2020;05:00;0.3267;2.1;1;1.1;2594
29/06/2020;06:00;0.363;3.9;1.8;1.9;3486
29/06/2020;07:00;0.231;5.1;1.93;2.02;4306
29/06/2020;08:00;0.066;9.3;1.7;1.8;4739
29/06/2020;09:00;0.132;10.8;1.87;1.9;5189
29/06/2020;10:00;0.066;12;1.68;2;5531
29/06/2020;11:00;0.0825;12.6;1.94;2.06;5658
29/06/2020;12:00;0.165;11.1;1.9;2.8;5146
29/06/2020;13:00;0.297;6.6;1.95;2.6;4303
29/06/2020;14:00;0.363;11.7;1.85;2.7;3098
29/06/2020;15:00;0.2904;12.3;1.54;2.1;1657
29/06/2020;16:00;0.3597;12.9;2.07;2.3;557
29/06/2020;17:00;0.2937;14.1;1.7;2.5;181
29/06/2020;18:00;0.396;9.24;2.46;3.2;0
29/06/2020;19:00;0.429;7.5;2.3;3.35;0
29/06/2020;20:00;0.594;6.6;1.54;2.05;0
29/06/2020;21:00;0.528;5.7;1.9;2.75;0
29/06/2020;22:00;0.561;3.6;1.95;2.68;0
29/06/2020;23:00;0.429;3.3;1.69;1.9;0
30/06/2020;00:00;0.5115;2.64;0.9;0.93;0
30/06/2020;01:00;0.429;2.25;0.8;0.8;120
30/06/2020;02:00;0.363;1.95;0.74;0.73;144
30/06/2020;03:00;0.3465;1.98;0.93;0.94;280
30/06/2020;04:00;0.297;1.8;0.8;0.9;863
30/06/2020;05:00;0.3267;2.1;1;1.1;1805
30/06/2020;06:00;0.363;3.9;1.8;1.9;2504
30/06/2020;07:00;0.231;5.1;1.93;2.02;2939
30/06/2020;08:00;0.066;9.3;1.7;1.8;3194
30/06/2020;09:00;0.132;10.8;1.87;1.9;3348
30/06/2020;10:00;0.066;12;1.68;2;3340
30/06/2020;11:00;0.0825;12.6;1.94;2.06;3252
30/06/2020;12:00;0.165;11.1;1.9;2.8;3025
30/06/2020;13:00;0.297;6.6;1.95;2.6;3788
30/06/2020;14:00;0.363;11.7;1.85;2.7;2954
30/06/2020;15:00;0.2904;12.3;1.54;2.1;1477
30/06/2020;16:00;0.3597;12.9;2.07;2.3;502
30/06/2020;17:00;0.2937;14.1;1.7;2.5;175
30/06/2020;18:00;0.396;9.24;2.46;3.2;127
30/06/2020;19:00;0.429;7.5;2.3;3.35;122
30/06/2020;20:00;0.594;6.6;1.54;2.05;118
30/06/2020;21:00;0.528;5.7;1.9;2.75;122
30/06/2020;22:00;0.561;3.6;1.95;2.68;122
30/06/2020;23:00;0.429;3.3;1.69;1.9;122
01/07/2020;00:00;0.5115;2.64;0.9;0.93;121
01/07/2020;01:00;0.429;2.25;0.8;0.8;123
01/07/2020;02:00;0.363;1.95;0.74;0.73;203
01/07/2020;03:00;0.3465;1.98;0.93;0.94;590
01/07/2020;04:00;0.297;1.8;0.8;0.9;1480
01/07/2020;05:00;0.3267;2.1;1;1.1;2570
01/07/2020;06:00;0.363;3.9;1.8;1.9;3554
01/07/2020;07:00;0.231;4.5;1.93;2.02;4084
01/07/2020;08:00;0.066;5.1;1.7;1.8;4374
01/07/2020;09:00;0.132;6.27;1.87;1.9;4394
01/07/2020;10:00;0.066;8.4;1.68;2;4208
01/07/2020;11:00;0.0825;9.3;1.94;2.06;3944
01/07/2020;12:00;0.165;8.1;1.9;2.8;3587
01/07/2020;13:00;0.297;9;1.95;2.6;2896
01/07/2020;14:00;0.363;7.2;1.85;2.7;2008
01/07/2020;15:00;0.2904;6.3;1.54;2.1;1055
01/07/2020;16:00;0.3597;8.1;2.07;2.3;435
01/07/2020;17:00;0.2937;5.34;1.7;2.5;173
01/07/2020;18:00;0.396;5.46;2.46;3.2;122
01/07/2020;19:00;0.429;4.95;2.3;3.35;118
01/07/2020;20:00;0.594;4.8;1.54;2.05;118
01/07/2020;21:00;0.528;4.2;1.9;2.75;117
01/07/2020;22:00;0.561;4.05;1.95;2.68;119
01/07/2020;23:00;0.429;3.6;1.69;1.9;120
02/07/2020;00:00;0.5115;2.64;0.9;0.93;118
02/07/2020;01:00;0.429;2.25;0.9;0.8;117
02/07/2020;02:00;0.363;1.95;0.8;0.73;193
02/07/2020;03:00;0.3465;1.98;0.74;0.94;530
02/07/2020;04:00;0.297;1.8;0.93;0.9;1276
02/07/2020;05:00;0.3267;2.1;0.8;1.1;2220
02/07/2020;06:00;0.363;3.9;1;1.9;3037
02/07/2020;07:00;0.231;4.5;1.8;2.02;3657
02/07/2020;08:00;0.066;5.1;1.93;1.8;3766
02/07/2020;09:00;0.132;6.27;1.7;1.9;3738
02/07/2020;10:00;0.066;8.4;1.87;2;3922
02/07/2020;11:00;0.0825;9.3;1.68;2.06;3772
02/07/2020;12:00;0.165;8.1;1.94;2.8;3305
02/07/2020;13:00;0.297;9;1.9;2.6;2925
02/07/2020;14:00;0.363;7.2;1.95;2.7;2196
02/07/2020;15:00;0.2904;6.3;1.85;2.1;1341
02/07/2020;16:00;0.3597;8.1;1.54;2.3;514
02/07/2020;17:00;0.2937;5.34;2.07;2.5;174
02/07/2020;18:00;0.396;5.46;1.7;3.2;117
02/07/2020;19:00;0.429;4.95;2.46;3.35;117
02/07/2020;20:00;0.594;4.8;2.3;2.05;118
02/07/2020;21:00;0.528;4.2;1.54;2.75;118
02/07/2020;22:00;0.561;4.05;1.9;2.68;118
02/07/2020;23:00;0.429;3.6;1.95;1.9;117
03/07/2020;00:00;0.5115;2.64;1.69;0.93;116
03/07/2020;01:00;0.429;2.25;0.74;0.8;117
03/07/2020;02:00;0.363;1.95;0.93;0.73;211
03/07/2020;03:00;0.3465;1.98;0.8;0.94;682
03/07/2020;04:00;0.297;1.8;1;0.9;1899
03/07/2020;05:00;0.3267;2.1;1.8;1.1;3377
03/07/2020;06:00;0.363;3.9;1.93;1.9;4516
03/07/2020;07:00;0.231;4.5;1.7;2.02;5260
03/07/2020;08:00;0.066;5.1;1.87;1.8;5258
03/07/2020;09:00;0.132;6.27;1.68;1.9;5358
03/07/2020;10:00;0.066;8.4;1.94;2;5211
03/07/2020;11:00;0.0825;9.3;1.9;2.06;5051
03/07/2020;12:00;0.165;8.1;1.95;2.8;4682
03/07/2020;13:00;0.297;9;1.85;2.6;3899
03/07/2020;14:00;0.363;7.2;1.54;2.7;2869
03/07/2020;15:00;0.2904;6.3;2.07;2.1;1630
03/07/2020;16:00;0.3597;8.1;1.99;2.3;568
03/07/2020;17:00;0.2937;5.34;2.46;2.5;185
03/07/2020;18:00;0.396;5.46;2.3;3.2;125
03/07/2020;19:00;0.429;4.95;2.42;3.35;124
03/07/2020;20:00;0.594;4.8;2;2.05;123
03/07/2020;21:00;0.528;4.2;2.44;2.75;123
03/07/2020;22:00;0.561;4.05;2.1;2.68;122
03/07/2020;23:00;0.429;3.6;1.95;1.9;123
04/07/2020;00:00;0.5775;2.64;1.2;1.1;123
04/07/2020;01:00;0.462;2.25;0.9;1.08;123
04/07/2020;02:00;0.396;1.95;0.85;0.9;212
04/07/2020;03:00;0.297;1.98;0.62;0.65;655
04/07/2020;04:00;0.297;1.8;0.6;0.56;1918
04/07/2020;05:00;0.3267;2.1;0.58;0.9;3544
04/07/2020;06:00;0.363;2.4;1;1.9;4674
04/07/2020;07:00;0.231;2.1;1.3;2.9;5408
04/07/2020;08:00;0.066;1.95;1.5;2.4;5902
04/07/2020;09:00;0.132;1.98;1.7;1.8;6168
04/07/2020;10:00;0.066;1.8;1.9;1.2;6106
04/07/2020;11:00;0.0825;2.1;2.1;1.1;5958
04/07/2020;12:00;0.165;0.95;2.15;1.6;5318
04/07/2020;13:00;0.363;2.25;2.45;1.8;4314
04/07/2020;14:00;0.4455;1.95;2.5;1.5;2976
04/07/2020;15:00;0.4125;2.01;2.51;1.4;1524
04/07/2020;16:00;0.363;1.8;2.35;1.55;498
04/07/2020;17:00;0.3135;2.1;2.62;1.9;175
04/07/2020;18:00;0.396;2.67;2.65;2.55;126
04/07/2020;19:00;0.429;2.25;2.7;2.7;124
04/07/2020;20:00;0.594;1.95;2.83;2;125
04/07/2020;21:00;0.561;2.1;2.9;2.4;126
04/07/2020;22:00;0.5445;1.8;3.1;2.5;126
04/07/2020;23:00;0.462;2.13;1.47;1.9;126
05/07/2020;00:00;0.5775;0.9;1.1;1.8;127
05/07/2020;01:00;0.462;0.7;0.9;1.1;128
05/07/2020;02:00;0.396;0.6;0.85;0.73;204
05/07/2020;03:00;0.297;0.65;0.62;0.67;551
05/07/2020;04:00;0.297;0.5;0.6;0.67;1518
05/07/2020;05:00;0.3267;0.7;0.58;0.59;2896
05/07/2020;06:00;0.363;1.86;1;1.3;3972
05/07/2020;07:00;0.231;1.89;1.3;1.9;4797
05/07/2020;08:00;0.066;1.9;1.4;2.4;5373
05/07/2020;09:00;0.132;1.92;1.6;2.5;5740
05/07/2020;10:00;0.066;1.8;1.9;2.47;5838
05/07/2020;11:00;0.0825;2;2.1;2;5842
05/07/2020;12:00;0.165;2.2;2.15;2.53;5420
05/07/2020;13:00;0.363;1.2;2.45;2.8;4502
05/07/2020;14:00;0.4455;1.95;2.5;2.1;3175
05/07/2020;15:00;0.4125;1.83;2.51;1.9;1678
05/07/2020;16:00;0.363;1.8;2.35;2.06;549
05/07/2020;17:00;0.3135;2.1;2.62;1.2;177
05/07/2020;18:00;0.396;2.7;2.65;2.57;125
05/07/2020;19:00;0.429;1.15;2.7;2.8;125
05/07/2020;20:00;0.594;1.95;2.52;2.9;124
05/07/2020;21:00;0.561;0.49;2.1;3.1;125
05/07/2020;22:00;0.5445;1.8;1.4;2.87;0
05/07/2020;23:00;0.462;1.6;0.9;2.02;0
06/07/2020;00:00;0.5115;0.9;0.9;0.93;0
06/07/2020;01:00;0.429;0.7;0.8;0.8;0
06/07/2020;02:00;0.363;0.6;0.74;0.73;0
06/07/2020;03:00;0.3465;0.65;0.93;0.94;0
06/07/2020;04:00;0.297;0.5;0.8;0.9;0
06/07/2020;05:00;0.3267;0.7;1;1.1;0
06/07/2020;06:00;0.363;1.86;1.8;1.9;3.24
06/07/2020;07:00;0.231;1.89;1.93;2.02;376.95
06/07/2020;08:00;0.066;1.9;1.7;1.8;1261.07
06/07/2020;09:00;0.132;1.92;1.87;1.9;2656.47
06/07/2020;10:00;0.066;1.8;1.68;2;4108.71
06/07/2020;11:00;0.0825;2;1.94;2.06;5222.61
06/07/2020;12:00;0.165;2.2;1.9;2.8;6030.61
06/07/2020;13:00;0.297;1.2;1.95;2.6;6374.31
06/07/2020;14:00;0.363;1.95;1.85;2.7;6476.31
06/07/2020;15:00;0.2904;1.83;1.54;2.1;6339.87
06/07/2020;16:00;0.3597;1.8;2.07;2.3;5935.18
06/07/2020;17:00;0.2937;2.1;1.7;2.5;5140.15
06/07/2020;18:00;0.396;2.7;2.46;3.2;3937.03
06/07/2020;19:00;0.429;1.15;2.3;3.35;2379.99
06/07/2020;20:00;0.594;1.95;1.54;2.05;1029.45
06/07/2020;21:00;0.528;0.49;1.9;2.75;202.73
06/07/2020;22:00;0.561;1.8;1.95;2.68;0
06/07/2020;23:00;0.429;1.6;1.69;1.9;0
07/07/2020;00:00;0.5115;0.9;0.9;0.93;0
07/07/2020;01:00;0.429;0.7;0.8;0.8;0
07/07/2020;02:00;0.363;0.6;0.74;0.73;0
07/07/2020;03:00;0.3465;0.65;0.93;0.94;0
07/07/2020;04:00;0.297;0.5;0.8;0.9;0
07/07/2020;05:00;0.3267;0.7;1;1.1;0
07/07/2020;06:00;0.363;1.86;1.8;1.9;3.94
07/07/2020;07:00;0.231;1.89;1.93;2.02;440.18
07/07/2020;08:00;0.066;1.9;1.7;1.8;1483.51
07/07/2020;09:00;0.132;1.92;1.87;1.9;3100.07
07/07/2020;10:00;0.066;1.8;1.68;2;4837.98
07/07/2020;11:00;0.0825;2;1.94;2.06;6015.65
07/07/2020;12:00;0.165;2.2;1.9;2.8;6757.34
07/07/2020;13:00;0.297;1.2;1.95;2.6;7101.57
07/07/2020;14:00;0.363;1.95;1.85;2.7;7018.21
07/07/2020;15:00;0.2904;1.83;1.54;2.1;6803.63
07/07/2020;16:00;0.3597;1.8;2.07;2.3;6224.26
07/07/2020;17:00;0.2937;2.1;1.7;2.5;5327.17
07/07/2020;18:00;0.396;2.7;2.46;3.2;3966.14
07/07/2020;19:00;0.429;1.15;2.3;3.35;2365.99
07/07/2020;20:00;0.594;1.95;1.54;2.05;999.32
07/07/2020;21:00;0.528;0.49;1.9;2.75;187.56
07/07/2020;22:00;0.561;1.8;1.95;2.68;0
07/07/2020;23:00;0.429;1.6;1.69;1.9;0
08/07/2020;00:00;0.5115;0.9;0.9;0.93;0
08/07/2020;01:00;0.429;0.7;0.8;0.8;0
08/07/2020;02:00;0.363;0.6;0.74;0.73;0
08/07/2020;03:00;0.3465;0.65;0.93;0.94;0
08/07/2020;04:00;0.297;0.5;0.8;0.9;0
08/07/2020;05:00;0.3267;0.7;1;1.1;0
08/07/2020;06:00;0.363;1.86;1.8;1.9;4.57
08/07/2020;07:00;0.231;1.89;1.93;2.02;540
08/07/2020;08:00;0.066;1.9;1.7;1.8;2092.5
08/07/2020;09:00;0.132;1.92;1.87;1.9;3478.2
08/07/2020;10:00;0.066;1.8;1.68;2;5956.65
08/07/2020;11:00;0.0825;2;1.94;2.06;6790
08/07/2020;12:00;0.165;2.2;1.9;2.8;7143.1
08/07/2020;13:00;0.297;1.2;1.95;2.6;7201.02
08/07/2020;14:00;0.363;1.95;1.85;2.7;6853.4
08/07/2020;15:00;0.2904;1.83;1.54;2.1;7132.31
08/07/2020;16:00;0.3597;1.8;2.07;2.3;6612.3
08/07/2020;17:00;0.2937;2.1;1.7;2.5;5234.35
08/07/2020;18:00;0.396;2.7;2.46;3.2;3472
08/07/2020;19:00;0.429;1.15;2.3;3.35;1912.7
08/07/2020;20:00;0.594;1.95;1.54;2.05;747.1
08/07/2020;21:00;0.528;0.49;1.9;2.75;274.35
08/07/2020;22:00;0.561;1.8;1.95;2.68;0
08/07/2020;23:00;0.429;1.6;1.69;1.9;0
09/07/2020;00:00;0.5115;0.9;0.9;0.93;0
09/07/2020;01:00;0.429;0.7;0.9;0.8;0
09/07/2020;02:00;0.363;0.6;0.8;0.73;0
09/07/2020;03:00;0.3465;0.65;0.74;0.94;0
09/07/2020;04:00;0.297;0.5;0.93;0.9;0
09/07/2020;05:00;0.3267;0.7;0.8;1.1;0
09/07/2020;06:00;0.363;1.86;1;1.9;5.61
09/07/2020;07:00;0.231;1.89;1.8;2.02;578.2
09/07/2020;08:00;0.066;1.9;1.93;1.8;2459.04
09/07/2020;09:00;0.132;1.92;1.7;1.9;4609.3
09/07/2020;10:00;0.066;1.8;1.87;2;5998.65
09/07/2020;11:00;0.0825;2;1.68;2.06;6619.2
09/07/2020;12:00;0.165;2.2;1.94;2.8;6935.25
09/07/2020;13:00;0.297;1.2;1.9;2.6;6861.78
09/07/2020;14:00;0.363;1.95;1.95;2.7;6861.75
09/07/2020;15:00;0.2904;1.83;1.85;2.1;6484.8
09/07/2020;16:00;0.3597;1.8;1.54;2.3;5761.35
09/07/2020;17:00;0.2937;2.1;2.07;2.5;1572.9
09/07/2020;18:00;0.396;2.7;1.7;3.2;499.9
09/07/2020;19:00;0.429;1.15;2.46;3.35;499.8
09/07/2020;20:00;0.594;1.95;2.3;2.05;181.63
09/07/2020;21:00;0.528;0.49;1.54;2.75;0
09/07/2020;22:00;0.561;1.8;1.9;2.68;0
09/07/2020;23:00;0.429;1.6;1.95;1.9;0
10/07/2020;00:00;0.5115;0.9;1.69;0.93;0
10/07/2020;01:00;0.429;0.7;0.74;0.8;0
10/07/2020;02:00;0.363;0.6;0.93;0.73;0
10/07/2020;03:00;0.3465;0.65;0.8;0.94;0
10/07/2020;04:00;0.297;0.5;1;0.9;0
10/07/2020;05:00;0.3267;0.7;1.8;1.1;0
10/07/2020;06:00;0.363;1.86;1.93;1.9;18.79
10/07/2020;07:00;0.231;1.89;1.7;2.02;451.04
10/07/2020;08:00;0.066;1.9;1.87;1.8;1270
10/07/2020;09:00;0.132;1.92;1.68;1.9;2506
10/07/2020;10:00;0.066;1.8;1.94;2;3685
10/07/2020;11:00;0.0825;2;1.9;2.06;4601
10/07/2020;12:00;0.165;2.2;1.95;2.8;5183
10/07/2020;13:00;0.297;1.2;1.85;2.6;5649
10/07/2020;14:00;0.363;1.95;1.54;2.7;5762
10/07/2020;15:00;0.2904;1.83;2.07;2.1;5606
10/07/2020;16:00;0.3597;1.8;1.99;2.3;4846
10/07/2020;17:00;0.2937;2.1;2.46;2.5;3747
10/07/2020;18:00;0.396;2.7;2.3;3.2;2588
10/07/2020;19:00;0.429;1.15;2.42;3.35;1352
10/07/2020;20:00;0.594;1.95;2;2.05;471
10/07/2020;21:00;0.528;0.49;2.44;2.75;168
10/07/2020;22:00;0.561;1.8;2.1;2.68;0
10/07/2020;23:00;0.429;1.6;1.95;1.9;0
11/07/2020;00:00;0.5775;0.9;1.2;1.1;0
11/07/2020;01:00;0.462;0.7;0.9;1.08;0
11/07/2020;02:00;0.396;0.6;0.85;0.9;0
11/07/2020;03:00;0.297;0.65;0.62;0.65;0
11/07/2020;04:00;0.297;0.5;0.6;0.56;0
11/07/2020;05:00;0.3267;0.7;0.58;0.9;0
11/07/2020;06:00;0.363;1.86;1;1.9;194
11/07/2020;07:00;0.231;1.89;1.3;2.9;549
11/07/2020;08:00;0.066;1.9;1.5;2.4;1495
11/07/2020;09:00;0.132;1.92;1.7;1.8;2848
11/07/2020;10:00;0.066;1.8;1.9;1.2;4068
11/07/2020;11:00;0.0825;2;2.1;1.1;4952
11/07/2020;12:00;0.165;2.2;2.15;1.6;5572
11/07/2020;13:00;0.363;1.2;2.45;1.8;5738
11/07/2020;14:00;0.4455;1.95;2.5;1.5;5647
11/07/2020;15:00;0.4125;1.83;2.51;1.4;5304
11/07/2020;16:00;0.363;1.8;2.35;1.55;4715
11/07/2020;17:00;0.3135;2.1;2.62;1.9;3957
11/07/2020;18:00;0.396;2.7;2.65;2.55;2841
11/07/2020;19:00;0.429;1.15;2.7;2.7;1479
11/07/2020;20:00;0.594;1.95;2.83;2;497
11/07/2020;21:00;0.561;0.49;2.9;2.4;177
11/07/2020;22:00;0.5445;1.8;3.1;2.5;0
11/07/2020;23:00;0.462;1.6;1.47;1.9;0
12/07/2020;00:00;0.5775;0.9;1.1;1.8;0
12/07/2020;01:00;0.462;0.7;0.9;1.1;0
12/07/2020;02:00;0.396;0.6;0.85;0.73;0
12/07/2020;03:00;0.297;0.65;0.62;0.67;0
12/07/2020;04:00;0.297;0.5;0.6;0.67;0
12/07/2020;05:00;0.3267;0.7;0.58;0.59;0
12/07/2020;06:00;0.363;1.86;1;1.3;208
12/07/2020;07:00;0.231;1.89;1.3;1.9;598
12/07/2020;08:00;0.066;1.9;1.4;2.4;1652
12/07/2020;09:00;0.132;1.92;1.6;2.5;3075
12/07/2020;10:00;0.066;1.8;1.9;2.47;4499
12/07/2020;11:00;0.0825;2;2.1;2;5436
12/07/2020;12:00;0.165;2.2;2.15;2.53;5862
12/07/2020;13:00;0.363;1.2;2.45;2.8;6062
12/07/2020;14:00;0.4455;1.95;2.5;2.1;6009
12/07/2020;15:00;0.4125;1.83;2.51;1.9;5752
12/07/2020;16:00;0.363;1.8;2.35;2.06;5284
12/07/2020;17:00;0.3135;2.1;2.62;1.2;4339
12/07/2020;18:00;0.396;2.7;2.65;2.57;3012
12/07/2020;19:00;0.429;1.15;2.7;2.8;1525
12/07/2020;20:00;0.594;1.95;2.52;2.9;521
12/07/2020;21:00;0.561;0.49;2.1;3.1;179
12/07/2020;22:00;0.5445;1.8;1.4;2.87;0
12/07/2020;23:00;0.462;1.6;0.9;2.02;0
13/07/2020;00:00;0.5115;0.9;0.9;0.93;0
13/07/2020;01:00;0.429;0.7;0.8;0.8;0
13/07/2020;02:00;0.363;0.6;0.74;0.73;0
13/07/2020;03:00;0.3465;0.65;0.93;0.94;0
13/07/2020;04:00;0.297;0.5;0.8;0.9;0
13/07/2020;05:00;0.3267;0.7;1;1.1;0
13/07/2020;06:00;0.363;1.86;1.8;1.9;202
13/07/2020;07:00;0.231;1.89;1.93;2.02;592
13/07/2020;08:00;0.066;1.9;1.7;1.8;1695
13/07/2020;09:00;0.132;1.92;1.87;1.9;3265
13/07/2020;10:00;0.066;1.8;1.68;2;4595
13/07/2020;11:00;0.0825;2;1.94;2.06;5425
13/07/2020;12:00;0.165;2.2;1.9;2.8;5919
13/07/2020;13:00;0.297;1.2;1.95;2.6;6120
13/07/2020;14:00;0.363;1.95;1.85;2.7;5973
13/07/2020;15:00;0.2904;1.83;1.54;2.1;5680
13/07/2020;16:00;0.3597;1.8;2.07;2.3;5119
13/07/2020;17:00;0.2937;2.1;1.7;2.5;4121
13/07/2020;18:00;0.396;2.7;2.46;3.2;2870
13/07/2020;19:00;0.429;1.15;2.3;3.35;1496
13/07/2020;20:00;0.594;1.95;1.54;2.05;511
13/07/2020;21:00;0.528;0.49;1.9;2.75;174
13/07/2020;22:00;0.561;1.8;1.95;2.68;0
13/07/2020;23:00;0.429;1.6;1.69;1.9;0
14/07/2020;00:00;0.5115;0.9;0.9;0.93;0
14/07/2020;01:00;0.429;0.7;0.8;0.8;0
14/07/2020;02:00;0.363;0.6;0.74;0.73;0
14/07/2020;03:00;0.3465;0.65;0.93;0.94;0
14/07/2020;04:00;0.297;0.5;0.8;0.9;0
14/07/2020;05:00;0.3267;0.7;1;1.1;0
14/07/2020;06:00;0.363;1.86;1.8;1.9;203
14/07/2020;07:00;0.231;1.89;1.93;2.02;604
14/07/2020;08:00;0.066;1.9;1.7;1.8;1745
14/07/2020;09:00;0.132;1.92;1.87;1.9;3319
14/07/2020;10:00;0.066;1.8;1.68;2;4704
14/07/2020;11:00;0.0825;2;1.94;2.06;5677
14/07/2020;12:00;0.165;2.2;1.9;2.8;6132
14/07/2020;13:00;0.297;1.2;1.95;2.6;6363
14/07/2020;14:00;0.363;1.95;1.85;2.7;6308
14/07/2020;15:00;0.2904;1.83;1.54;2.1;5917
14/07/2020;16:00;0.3597;1.8;2.07;2.3;5288
14/07/2020;17:00;0.2937;2.1;1.7;2.5;4367
14/07/2020;18:00;0.396;2.7;2.46;3.2;3097
14/07/2020;19:00;0.429;1.15;2.3;3.35;1572
14/07/2020;20:00;0.594;1.95;1.54;2.05;512
14/07/2020;21:00;0.528;0.49;1.9;2.75;173
14/07/2020;22:00;0.561;1.8;1.95;2.68;0
14/07/2020;23:00;0.429;1.6;1.69;1.9;0
15/07/2020;00:00;0.5115;0.9;0.9;0.93;0
15/07/2020;01:00;0.429;0.7;0.8;0.8;0
15/07/2020;02:00;0.363;0.6;0.74;0.73;0
15/07/2020;03:00;0.3465;0.65;0.93;0.94;0
15/07/2020;04:00;0.297;0.5;0.8;0.9;0
15/07/2020;05:00;0.3267;0.7;1;1.1;0
15/07/2020;06:00;0.363;1.86;1.8;1.9;203
15/07/2020;07:00;0.231;1.89;1.93;2.02;578
15/07/2020;08:00;0.066;1.9;1.7;1.8;1729
15/07/2020;09:00;0.132;1.92;1.87;1.9;3256
15/07/2020;10:00;0.066;1.8;1.68;2;4680
15/07/2020;11:00;0.0825;2;1.94;2.06;5686
15/07/2020;12:00;0.165;2.2;1.9;2.8;6320
15/07/2020;13:00;0.297;1.2;1.95;2.6;6556
15/07/2020;14:00;0.363;1.95;1.85;2.7;6452
15/07/2020;15:00;0.2904;1.83;1.54;2.1;6125
15/07/2020;16:00;0.3597;1.8;2.07;2.3;5534
15/07/2020;17:00;0.2937;2.1;1.7;2.5;4449
15/07/2020;18:00;0.396;2.7;2.46;3.2;3029
15/07/2020;19:00;0.429;1.15;2.3;3.35;1504
15/07/2020;20:00;0.594;1.95;1.54;2.05;502
15/07/2020;21:00;0.528;0.49;1.9;2.75;176
15/07/2020;22:00;0.561;1.8;1.95;2.68;0
15/07/2020;23:00;0.429;1.6;1.69;1.9;0
16/07/2020;00:00;0.5115;0.9;0.9;0.93;0
16/07/2020;01:00;0.429;0.7;0.9;0.8;0
16/07/2020;02:00;0.363;0.6;0.8;0.73;0
16/07/2020;03:00;0.3465;0.65;0.74;0.94;0
16/07/2020;04:00;0.297;0.5;0.93;0.9;0
16/07/2020;05:00;0.3267;0.7;0.8;1.1;0
16/07/2020;06:00;0.363;1.86;1;1.9;198
16/07/2020;07:00;0.231;1.89;1.8;2.02;599
